                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                0.79691,                0.51016,                 1.0283,                0.85904,                0.58904,                0.72514,                 0.3138,                 2.1898,                 1.6326,                 1.9561,              0.0005942,              0.0005942,              0.0005942
                    145,                0.81243,                0.52048,                 1.0412,                0.79998,                0.60265,                0.73246,                0.31891,                 2.1798,                 1.5957,                 1.9573,              0.0005843,              0.0005843,              0.0005843
                    146,                0.76558,                0.49698,                 0.9882,                0.72321,                0.60852,                0.69858,                  0.306,                 2.1853,                 1.6922,                 1.9376,              0.0005744,              0.0005744,              0.0005744
                    147,                0.76453,                0.49533,                  1.002,                0.71567,                0.62068,                0.70158,                0.30508,                 2.1887,                 1.7365,                 1.9569,              0.0005645,              0.0005645,              0.0005645
                    148,                0.74748,                0.47589,                0.98484,                0.66108,                0.56164,                0.64477,                0.29124,                 2.1469,                 1.7565,                 1.9666,              0.0005546,              0.0005546,              0.0005546
                    149,                0.81937,                0.52945,                 1.0096,                0.66271,                0.53425,                0.64821,                 0.2878,                  2.132,                 1.7516,                 1.9584,              0.0005447,              0.0005447,              0.0005447
                    150,                0.73427,                0.46471,                0.99757,                0.76419,                0.53275,                0.64955,                0.30387,                 2.1211,                 1.7173,                  1.922,              0.0005348,              0.0005348,              0.0005348
                    151,                0.76862,                0.47758,                0.99692,                0.83844,                0.54795,                0.69679,                0.30804,                 2.1359,                 1.6993,                 1.9224,              0.0005249,              0.0005249,              0.0005249
                    152,                0.76831,                0.48223,                0.97643,                0.83617,                0.57534,                0.71825,                  0.318,                  2.158,                  1.562,                 1.9296,               0.000515,               0.000515,               0.000515
                    153,                0.71775,                0.46702,                0.99656,                0.80564,                0.58904,                0.71901,                0.32739,                 2.1415,                 1.4568,                 1.9211,              0.0005051,              0.0005051,              0.0005051
                    154,                0.70885,                0.45948,                0.95494,                0.83831,                0.56164,                0.73204,                 0.3287,                 2.1189,                 1.3132,                 1.9112,              0.0004952,              0.0004952,              0.0004952
                    155,                 0.7012,                0.45552,                0.96179,                 0.7034,                0.63014,                0.71859,                0.32796,                 2.1145,                 1.2332,                 1.9105,              0.0004853,              0.0004853,              0.0004853
                    156,                0.69575,                 0.4571,                0.95985,                0.71546,                0.65753,                0.71917,                 0.3176,                 2.1216,                 1.2217,                 1.9277,              0.0004754,              0.0004754,              0.0004754
                    157,                0.73131,                0.48029,                0.98881,                 0.7762,                0.64384,                0.73207,                0.30521,                 2.1293,                  1.257,                 1.9491,              0.0004655,              0.0004655,              0.0004655
                    158,                0.73049,                0.48284,                0.97488,                0.75979,                0.63014,                0.70782,                0.30091,                 2.1536,                 1.3899,                 1.9835,              0.0004556,              0.0004556,              0.0004556
                    159,                0.71004,                0.44889,                 1.0006,                0.76628,                0.65753,                0.70351,                0.30467,                  2.155,                 1.4279,                 1.9904,              0.0004457,              0.0004457,              0.0004457
                    160,                0.67095,                 0.4453,                0.94059,                 0.7778,                0.62343,                0.69927,                0.30188,                 2.1748,                 1.5227,                 1.9999,              0.0004358,              0.0004358,              0.0004358
                    161,                0.70402,                0.44915,                0.97164,                0.76366,                0.63014,                0.70699,                0.30415,                 2.1789,                  1.503,                 2.0042,              0.0004259,              0.0004259,              0.0004259
                    162,                0.70461,                0.45782,                0.97974,                0.73367,                0.63014,                0.69279,                0.30229,                 2.1889,                 1.4605,                  2.014,               0.000416,               0.000416,               0.000416
                    163,                0.70734,                0.43133,                0.97435,                0.72252,                0.61644,                0.69273,                0.31142,                   2.18,                 1.4746,                 1.9869,              0.0004061,              0.0004061,              0.0004061
                    164,                0.65046,                0.41367,                0.94399,                 0.6597,                0.58427,                0.68102,                0.31416,                 2.1871,                 1.5494,                 1.9652,              0.0003962,              0.0003962,              0.0003962
                    165,                 0.6843,                0.44712,                0.96199,                0.65934,                0.58904,                0.68784,                0.30819,                 2.1862,                 1.5682,                 1.9688,              0.0003863,              0.0003863,              0.0003863
                    166,                0.67466,                0.43002,                0.95545,                 0.6911,                0.61299,                0.70509,                0.29784,                 2.1907,                 1.6623,                 1.9781,              0.0003764,              0.0003764,              0.0003764
                    167,                0.66092,                0.44754,                 0.9496,                0.71294,                0.54441,                0.66629,                0.29602,                 2.1893,                 1.7016,                 1.9734,              0.0003665,              0.0003665,              0.0003665
                    168,                0.66292,                0.42681,                0.94001,                0.70482,                0.52055,                0.62922,                0.28726,                 2.1699,                 1.7521,                 1.9594,              0.0003566,              0.0003566,              0.0003566
                    169,                0.68996,                0.42951,                0.95098,                0.78037,                0.49315,                0.62694,                0.28714,                 2.1639,                 1.7849,                 1.9499,              0.0003467,              0.0003467,              0.0003467
